gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection
MAP3K13	MAP3K13	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.49519606170227287	0.18228882457293064	3	2	0.20418218837049995	0.006815655353197771	True	False	1.0	0.18228882457293064
FAM57B	FAM57B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1822141242615683	0.4784078971425384	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1822141242615683
GDAP1L1	GDAP1L1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.18213625273433665	0.299277919715739	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.18213625273433665
MRPL13	MRPL13	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.18202718855130387	0.3713383059755376	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.18202718855130387
BNIP2	BNIP2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.18200226168335987	0.30028968600234135	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.18200226168335987
CISD2	CISD2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.18188417015037794	0.4506136304522075	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.18188417015037794
NUP50	NUP50	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.18182222288769895	0.20124571718365344	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.18182222288769895
GNPAT	GNPAT	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.18176401675506293	0.2688511585099427	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.18176401675506293
TAF11	TAF11	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.18164236671831188	0.375264178073065	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.18164236671831188
SEC11A	SEC11A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.18105391233163493	0.5684310301550362	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.18105391233163493
CYC1	CYC1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1809144441271685	0.6652029058038605	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1809144441271685
HMG20A	HMG20A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.4180866991022635	0.18090675866759356	5	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.18090675866759356
GALK2	GALK2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.5461066554796041	0.18087929470880523	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.18087929470880523
TATDN1	TATDN1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.23780428810320114	0.18076736994888407	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.18076736994888407
ARL6IP4	ARL6IP4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.18071210728360954	0.46908767923049033	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.18071210728360954
RPA1	RPA1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1806728706140434	0.19535406834232522	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1806728706140434
PEX13	PEX13	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1805905319220416	0.23175114974044836	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1805905319220416
TIMM44	TIMM44	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1804086404100067	0.2722832009884726	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1804086404100067
NDUFB5	NDUFB5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.18017101027518662	0.6617633615226574	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.18017101027518662
FDX1	FDX1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.18014152542169476	0.20040230989250046	5	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.18014152542169476
ZFAND1	ZFAND1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2559285628967306	0.17997230759999672	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17997230759999672
IFT74	IFT74	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.23167530171757234	0.17987889904211093	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17987889904211093
MAZ	MAZ	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17968337920585212	0.4549183217177617	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17968337920585212
UBLCP1	UBLCP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2006515575392889	0.179618622927248	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.179618622927248
IPO8	IPO8	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2709501239520692	0.17953772950839816	5	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17953772950839816
PLRG1	PLRG1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17952791536761503	0.2266589763215876	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17952791536761503
GABPB2	GABPB2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.26059598944446866	0.17931250997999942	4	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17931250997999942
FAM76A	FAM76A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17930192320115948	0.1958505221044568	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17930192320115948
PCID2	PCID2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.23467330389892951	0.17922564835961685	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17922564835961685
BCKDHB	BCKDHB	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.4696863509611825	0.17919334699608186	5	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17919334699608186
HGS	HGS	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17919152121472737	0.24071813051791296	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17919152121472737
UBE2J2	UBE2J2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17901055196032806	0.4278890700002169	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17901055196032806
COX5A	COX5A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17893044833038788	0.8100511234927905	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17893044833038788
KIN	KIN	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17891098762645596	0.17904168295422523	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17891098762645596
UBA6	UBA6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.297064833458467	0.1788334639499634	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1788334639499634
MAEA	MAEA	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17840970116540625	0.35421631303474754	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17840970116540625
CPSF2	CPSF2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17831426317148574	0.22397685043594795	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17831426317148574
SNF8	SNF8	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1781550389409921	0.4567139191630591	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1781550389409921
USP5	USP5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17803574399299937	0.29616473091022905	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17803574399299937
EIF3I	EIF3I	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17760894579330072	0.6850530602821825	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17760894579330072
TTLL1	TTLL1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17756763068817322	0.2111598238801586	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17756763068817322
RNF126	RNF126	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17746183967289192	0.3178292696909504	5	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17746183967289192
CRIPT	CRIPT	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17737393756833808	0.46735192857740493	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17737393756833808
RNF214	RNF214	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.177264833828379	0.27967610996205605	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.177264833828379
BECN1	BECN1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17681570535881416	0.2879096875458089	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17681570535881416
RPRD1B	RPRD1B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2759228826798096	0.1767048885865471	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1767048885865471
TALDO1	TALDO1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17662926785799077	0.6563446121617978	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17662926785799077
RNPEP	RNPEP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17651251603977386	0.21150896046888745	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17651251603977386
LETM1	LETM1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17643195524038877	0.21323179650386276	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17643195524038877
DIP2B	DIP2B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.5846471686443395	0.17632106056464636	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17632106056464636
RAD17	RAD17	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.176282843254217	0.19635042864445698	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.176282843254217
EIF2AK1	EIF2AK1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17621639439156161	0.208480658446416	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17621639439156161
AK2	AK2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17611890508325562	0.3495591092628115	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17611890508325562
NDUFAB1	NDUFAB1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17607381315388254	0.678507874210952	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17607381315388254
PRPF3	PRPF3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.19645073790154183	0.17606997702442473	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17606997702442473
PAXIP1	PAXIP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17606161211185228	0.1864606858794356	5	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17606161211185228
MTA3	MTA3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.6594092553409323	0.175948513611559	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.175948513611559
IKZF5	IKZF5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17876298222656573	0.17570653454366236	5	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17570653454366236
ST8SIA3	ST8SIA3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.5331343453986341	0.17565273521411204	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17565273521411204
TRAPPC3	TRAPPC3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17553709562538305	0.3910906525895649	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17553709562538305
AATF	AATF	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.175371489709754	0.3570042600965754	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.175371489709754
LSM12	LSM12	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1753030689684086	0.20958133585787375	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1753030689684086
MORC3	MORC3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2931394923821665	0.17506857244655694	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17506857244655694
U2AF2	U2AF2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.1750223267570491	0.4406079659372976	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.1750223267570491
CASP8AP2	CASP8AP2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	5	10	1.0	0.5	0.5	0.030093938344890565	0.25145423586605137	0.17495899398578457	5	2	0.20418218837049995	0.13400093686234216	True	False	1.0	0.17495899398578457
TTC9C	TTC9C	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17486136672373415	0.20318237738573716	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17486136672373415
LONP1	LONP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17484239332640444	0.17886870358113066	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17484239332640444
ARL2BP	ARL2BP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17461281078663596	0.5801377599558722	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17461281078663596
CCDC25	CCDC25	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17375983764834702	0.2240929240561638	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17375983764834702
ING4	ING4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17370898518265038	0.41492809923096685	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17370898518265038
ZC3H3	ZC3H3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1818905383913745	0.17347789799312463	3	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17347789799312463
CLPTM1L	CLPTM1L	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17345755340654778	0.30317950242361164	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17345755340654778
FAM32A	FAM32A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17344355021780378	0.47067720228448184	5	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17344355021780378
LBR	LBR	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.1734336056066925	0.36069003157741425	4	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.1734336056066925
ADH5	ADH5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17335044498487495	0.5529237385303332	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17335044498487495
TMEM39B	TMEM39B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17396310201679926	0.17326014335340365	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17326014335340365
MAN1B1	MAN1B1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17321387272385635	0.2049312564847076	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17321387272385635
ACTR6	ACTR6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2593862710712549	0.1731311531798983	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.1731311531798983
AKTIP	AKTIP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1730055412012756	0.30790657611112315	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1730055412012756
RSPRY1	RSPRY1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17289323417954594	0.3293500897025829	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17289323417954594
MRPL34	MRPL34	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17223817400201397	0.4011908527887555	5	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17223817400201397
NDUFS7	NDUFS7	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1721383862161464	0.60434840207128	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1721383862161464
UPF1	UPF1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17756129939845797	0.17189911030117627	5	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17189911030117627
DNAJC19	DNAJC19	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17174739032044123	0.6007100359284958	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17174739032044123
SPG21	SPG21	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17154973582792338	0.48266476654715385	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17154973582792338
MED25	MED25	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1713991606265403	0.3440157556192633	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1713991606265403
LETMD1	LETMD1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2267820939490156	0.1713454333605	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.1713454333605
PSMB6	PSMB6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.1712262251746951	0.7781405814706585	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.1712262251746951
ANKRD26	ANKRD26	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.5830999679194531	0.1712122927165069	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1712122927165069
PWP1	PWP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1710978604619186	0.23485801306627035	3	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1710978604619186
PHB2	PHB2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.17100146156513008	0.655906704080273	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17100146156513008
