dataset	cell_id	species	region	platform	curated_group	developmental_stage	postnatal_day	Leiden	louvain	nGene	nCounts	percent_mito	count_matrix_present	gene_identifier_status	promotion_status	source_note	geo_accession	title	maturation_state	activity_state	timepoint	cell_state	cell_type	sex	mouseid	treatment	projection_label	quality_control
GSE292261	E5_4229-S1-SMART_S53-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1539.0	921259.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	E6_4229-S1-SMART_S54-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1983.0	886410.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	E7_4229-S1-SMART_S55-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1631.0	822802.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	E8_4229-S1-SMART_S56-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1813.0	901607.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	E9_4229-S1-SMART_S57-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1038.0	623340.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	F10_4229-S1-SMART_S70-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1416.0	823746.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	F11_4229-S1-SMART_S71-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2334.0	952913.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	F12_4229-S1-SMART_S72-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2635.0	829867.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	F1_4229-S1-SMART_S61-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1616.0	553279.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	F2_4229-S1-SMART_S62-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2009.0	937407.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	F3_4229-S1-SMART_S63-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1553.0	839607.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	F4_4229-S1-SMART_S64-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2074.0	845170.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	F5_4229-S1-SMART_S65-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2136.0	798689.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	F6_4229-S1-SMART_S66-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2007.0	1046852.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	F7_4229-S1-SMART_S67-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1220.0	783087.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	F8_4229-S1-SMART_S68-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1354.0	870630.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	F9_4229-S1-SMART_S69-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2231.0	944611.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	G10_4229-S1-SMART_S82-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1646.0	856415.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	G11_4229-S1-SMART_S83-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2064.0	903793.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	G1_4229-S1-SMART_S73-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1433.0	772476.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	G2_4229-S1-SMART_S74-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1762.0	602994.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	G3_4229-S1-SMART_S75-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2021.0	755077.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	G4_4229-S1-SMART_S76-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1838.0	869678.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	G5_4229-S1-SMART_S77-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1186.0	854875.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	G6_4229-S1-SMART_S78-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2290.0	877502.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	G7_4229-S1-SMART_S79-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2240.0	878212.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	G8_4229-S1-SMART_S80-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1398.0	867984.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	G9_4229-S1-SMART_S81-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1548.0	846228.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	H10_4229-S1-SMART_S94-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2100.0	407062.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	H11_4229-S1-SMART_S95-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2524.0	796018.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	H1_4229-S1-SMART_S85-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2188.0	633977.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	H2_4229-S1-SMART_S86-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1921.0	831838.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	H3_4229-S1-SMART_S87-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2436.0	781217.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	H4_4229-S1-SMART_S88-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1685.0	591728.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	H6_4229-S1-SMART_S90-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2161.0	768599.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	H7_4229-S1-SMART_S91-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1802.0	680663.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	H8_4229-S1-SMART_S92-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1557.0	788093.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	H9_4229-S1-SMART_S93-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1877.0	695678.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_A10-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2055.0	428463.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_A11-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2650.0	551502.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_A12-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	3719.0	519945.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_A1-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2240.0	516864.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_A2-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2269.0	527341.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_A3-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1902.0	356035.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_A4-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2014.0	520907.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_A5-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2115.0	271602.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_A6-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1635.0	308765.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_A7-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1989.0	442456.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_A8-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2162.0	480561.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_A9-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden2	DG_P28	28	2.0	DG_P28	2208.0	187941.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_B10-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1877.0	425367.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_B11-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2229.0	484916.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4518_S1_SMART_B12-E4	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2429.0	511349.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
