feature_row_1based	feature_id	feature_name	feature_type	feature_chrom	feature_start	feature_end	linked_gene	best_priority	model_terms_supported	target_sets	peak_category	selection_reason
74102	chr14:23006698-23007592	chr14:23006698-23007592	Peaks	chr14	23006698	23007592	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74103	chr14:23009785-23010670	chr14:23009785-23010670	Peaks	chr14	23009785	23010670	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74104	chr14:23020825-23021687	chr14:23020825-23021687	Peaks	chr14	23020825	23021687	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74105	chr14:23027461-23028302	chr14:23027461-23028302	Peaks	chr14	23027461	23028302	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74106	chr14:23034547-23035484	chr14:23034547-23035484	Peaks	chr14	23034547	23035484	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74107	chr14:23051969-23052824	chr14:23051969-23052824	Peaks	chr14	23051969	23052824	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74108	chr14:23055893-23056536	chr14:23055893-23056536	Peaks	chr14	23055893	23056536	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74109	chr14:23057497-23058326	chr14:23057497-23058326	Peaks	chr14	23057497	23058326	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74110	chr14:23068660-23069539	chr14:23068660-23069539	Peaks	chr14	23068660	23069539	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74111	chr14:23071160-23072064	chr14:23071160-23072064	Peaks	chr14	23071160	23072064	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74112	chr14:23076574-23077407	chr14:23076574-23077407	Peaks	chr14	23076574	23077407	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74113	chr14:23078442-23079169	chr14:23078442-23079169	Peaks	chr14	23078442	23079169	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74114	chr14:23094810-23095692	chr14:23094810-23095692	Peaks	chr14	23094810	23095692	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_body_overlap	gene_body_peak
74115	chr14:23102656-23103494	chr14:23102656-23103494	Peaks	chr14	23102656	23103494	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	proximal_10kb	proximal_peak
74116	chr14:23120587-23121433	chr14:23120587-23121433	Peaks	chr14	23120587	23121433	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74117	chr14:23130863-23131799	chr14:23130863-23131799	Peaks	chr14	23130863	23131799	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74118	chr14:23137227-23138137	chr14:23137227-23138137	Peaks	chr14	23137227	23138137	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74119	chr14:23141852-23142705	chr14:23141852-23142705	Peaks	chr14	23141852	23142705	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74120	chr14:23153944-23154753	chr14:23153944-23154753	Peaks	chr14	23153944	23154753	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74121	chr14:23155032-23155898	chr14:23155032-23155898	Peaks	chr14	23155032	23155898	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74122	chr14:23160767-23161668	chr14:23160767-23161668	Peaks	chr14	23160767	23161668	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74123	chr14:23162676-23163513	chr14:23162676-23163513	Peaks	chr14	23162676	23163513	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74124	chr14:23174147-23175019	chr14:23174147-23175019	Peaks	chr14	23174147	23175019	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74125	chr14:23181233-23182016	chr14:23181233-23182016	Peaks	chr14	23181233	23182016	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74126	chr14:23182426-23183160	chr14:23182426-23183160	Peaks	chr14	23182426	23183160	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74127	chr14:23183291-23184142	chr14:23183291-23184142	Peaks	chr14	23183291	23184142	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74128	chr14:23186785-23187703	chr14:23186785-23187703	Peaks	chr14	23186785	23187703	C14ORF119	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
74391	chr14:28707601-28708481	chr14:28707601-28708481	Peaks	chr14	28707601	28708481	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
74392	chr14:28711587-28712427	chr14:28711587-28712427	Peaks	chr14	28711587	28712427	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
74393	chr14:28739186-28740117	chr14:28739186-28740117	Peaks	chr14	28739186	28740117	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
74394	chr14:28751236-28752106	chr14:28751236-28752106	Peaks	chr14	28751236	28752106	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
74395	chr14:28754100-28754896	chr14:28754100-28754896	Peaks	chr14	28754100	28754896	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
74396	chr14:28759752-28760575	chr14:28759752-28760575	Peaks	chr14	28759752	28760575	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	proximal_10kb	proximal_peak
74397	chr14:28761402-28762197	chr14:28761402-28762197	Peaks	chr14	28761402	28762197	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	proximal_10kb	proximal_peak
74398	chr14:28766254-28767109	chr14:28766254-28767109	Peaks	chr14	28766254	28767109	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	gene_body_overlap	gene_body_peak
74399	chr14:28767788-28768697	chr14:28767788-28768697	Peaks	chr14	28767788	28768697	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	gene_edge_2kb	gene_edge_peak
74400	chr14:28774070-28774992	chr14:28774070-28774992	Peaks	chr14	28774070	28774992	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	proximal_10kb	proximal_peak
74401	chr14:28777593-28778549	chr14:28777593-28778549	Peaks	chr14	28777593	28778549	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
74402	chr14:28780993-28781859	chr14:28780993-28781859	Peaks	chr14	28780993	28781859	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
74403	chr14:28784997-28785951	chr14:28784997-28785951	Peaks	chr14	28784997	28785951	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
74404	chr14:28829659-28830516	chr14:28829659-28830516	Peaks	chr14	28829659	28830516	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
74405	chr14:28831065-28831893	chr14:28831065-28831893	Peaks	chr14	28831065	28831893	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
74406	chr14:28850864-28851614	chr14:28850864-28851614	Peaks	chr14	28850864	28851614	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
74407	chr14:28857047-28857902	chr14:28857047-28857902	Peaks	chr14	28857047	28857902	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
74408	chr14:28858252-28859113	chr14:28858252-28859113	Peaks	chr14	28858252	28859113	FOXG1	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
75521	chr14:53896656-53897495	chr14:53896656-53897495	Peaks	chr14	53896656	53897495	BMP4	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
75522	chr14:53946438-53947223	chr14:53946438-53947223	Peaks	chr14	53946438	53947223	BMP4	high	NicheSignal	shared_neurogenic_niche_state	proximal_10kb	proximal_peak
75523	chr14:53953122-53954046	chr14:53953122-53954046	Peaks	chr14	53953122	53954046	BMP4	high	NicheSignal	shared_neurogenic_niche_state	gene_body_overlap	high_priority_promoter_gene_peak
75524	chr14:53956427-53957201	chr14:53956427-53957201	Peaks	chr14	53956427	53957201	BMP4	high	NicheSignal	shared_neurogenic_niche_state	gene_body_overlap	high_priority_promoter_gene_peak
75525	chr14:53963218-53964154	chr14:53963218-53964154	Peaks	chr14	53963218	53964154	BMP4	high	NicheSignal	shared_neurogenic_niche_state	proximal_10kb	proximal_peak
75526	chr14:54002546-54003342	chr14:54002546-54003342	Peaks	chr14	54002546	54003342	BMP4	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
75527	chr14:54003518-54004128	chr14:54003518-54004128	Peaks	chr14	54003518	54004128	BMP4	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
75676	chr14:56794169-56794825	chr14:56794169-56794825	Peaks	chr14	56794169	56794825	OTX2	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
75677	chr14:56797903-56798784	chr14:56797903-56798784	Peaks	chr14	56797903	56798784	OTX2	medium_high	FatePolarity	anterior_telencephalic_pattern	proximal_10kb	proximal_peak
75678	chr14:56805037-56805884	chr14:56805037-56805884	Peaks	chr14	56805037	56805884	OTX2	medium_high	FatePolarity	anterior_telencephalic_pattern	gene_body_overlap	gene_body_peak
75679	chr14:56808662-56809591	chr14:56808662-56809591	Peaks	chr14	56808662	56809591	OTX2	medium_high	FatePolarity	anterior_telencephalic_pattern	gene_body_overlap	gene_body_peak
75680	chr14:56816707-56817186	chr14:56816707-56817186	Peaks	chr14	56816707	56817186	OTX2	medium_high	FatePolarity	anterior_telencephalic_pattern	gene_edge_2kb	gene_edge_peak
75681	chr14:56855777-56856703	chr14:56855777-56856703	Peaks	chr14	56855777	56856703	OTX2	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
75682	chr14:56862079-56862489	chr14:56862079-56862489	Peaks	chr14	56862079	56862489	OTX2	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
75683	chr14:56888011-56888873	chr14:56888011-56888873	Peaks	chr14	56888011	56888873	OTX2	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
75684	chr14:56891064-56891950	chr14:56891064-56891950	Peaks	chr14	56891064	56891950	OTX2	medium_high	FatePolarity	anterior_telencephalic_pattern	distal_100kb	distal_context_peak
75806	chr14:59569943-59570712	chr14:59569943-59570712	Peaks	chr14	59569943	59570712	RTN1	high	ConstructionBalance	downstream_neurite_morphology	distal_100kb	distal_context_peak
75807	chr14:59576298-59577207	chr14:59576298-59577207	Peaks	chr14	59576298	59577207	RTN1	high	ConstructionBalance	downstream_neurite_morphology	distal_100kb	distal_context_peak
75808	chr14:59583554-59584082	chr14:59583554-59584082	Peaks	chr14	59583554	59584082	RTN1	high	ConstructionBalance	downstream_neurite_morphology	distal_100kb	distal_context_peak
75809	chr14:59591560-59592239	chr14:59591560-59592239	Peaks	chr14	59591560	59592239	RTN1	high	ConstructionBalance	downstream_neurite_morphology	distal_100kb	distal_context_peak
75810	chr14:59630261-59631149	chr14:59630261-59631149	Peaks	chr14	59630261	59631149	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75811	chr14:59644259-59645166	chr14:59644259-59645166	Peaks	chr14	59644259	59645166	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75812	chr14:59653792-59654704	chr14:59653792-59654704	Peaks	chr14	59653792	59654704	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75813	chr14:59677705-59678518	chr14:59677705-59678518	Peaks	chr14	59677705	59678518	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75814	chr14:59679611-59680530	chr14:59679611-59680530	Peaks	chr14	59679611	59680530	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75815	chr14:59688078-59688910	chr14:59688078-59688910	Peaks	chr14	59688078	59688910	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75816	chr14:59694835-59695689	chr14:59694835-59695689	Peaks	chr14	59694835	59695689	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75817	chr14:59704085-59704970	chr14:59704085-59704970	Peaks	chr14	59704085	59704970	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75818	chr14:59707695-59708528	chr14:59707695-59708528	Peaks	chr14	59707695	59708528	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75819	chr14:59716824-59717737	chr14:59716824-59717737	Peaks	chr14	59716824	59717737	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75820	chr14:59726886-59727717	chr14:59726886-59727717	Peaks	chr14	59726886	59727717	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75821	chr14:59733239-59733999	chr14:59733239-59733999	Peaks	chr14	59733239	59733999	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75822	chr14:59739575-59740441	chr14:59739575-59740441	Peaks	chr14	59739575	59740441	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75823	chr14:59774221-59775002	chr14:59774221-59775002	Peaks	chr14	59774221	59775002	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75824	chr14:59791334-59792083	chr14:59791334-59792083	Peaks	chr14	59791334	59792083	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75825	chr14:59813929-59814755	chr14:59813929-59814755	Peaks	chr14	59813929	59814755	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75826	chr14:59819341-59820198	chr14:59819341-59820198	Peaks	chr14	59819341	59820198	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75827	chr14:59826980-59827851	chr14:59826980-59827851	Peaks	chr14	59826980	59827851	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75828	chr14:59829682-59830497	chr14:59829682-59830497	Peaks	chr14	59829682	59830497	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75829	chr14:59846010-59846832	chr14:59846010-59846832	Peaks	chr14	59846010	59846832	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75830	chr14:59849310-59850174	chr14:59849310-59850174	Peaks	chr14	59849310	59850174	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75831	chr14:59869015-59869799	chr14:59869015-59869799	Peaks	chr14	59869015	59869799	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75832	chr14:59870321-59871246	chr14:59870321-59871246	Peaks	chr14	59870321	59871246	RTN1	high	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	high_priority_promoter_gene_peak
75833	chr14:59890705-59891108	chr14:59890705-59891108	Peaks	chr14	59890705	59891108	RTN1	high	ConstructionBalance	downstream_neurite_morphology	distal_100kb	distal_context_peak
75834	chr14:59897482-59898301	chr14:59897482-59898301	Peaks	chr14	59897482	59898301	RTN1	high	ConstructionBalance	downstream_neurite_morphology	distal_100kb	distal_context_peak
75835	chr14:59913729-59913997	chr14:59913729-59913997	Peaks	chr14	59913729	59913997	RTN1	high	ConstructionBalance	downstream_neurite_morphology	distal_100kb	distal_context_peak
75836	chr14:59919588-59920345	chr14:59919588-59920345	Peaks	chr14	59919588	59920345	RTN1	high	ConstructionBalance	downstream_neurite_morphology	distal_100kb	distal_context_peak
75837	chr14:59964951-59965731	chr14:59964951-59965731	Peaks	chr14	59964951	59965731	RTN1	high	ConstructionBalance	downstream_neurite_morphology	distal_100kb	distal_context_peak
