sample_accession	donor_id	feature_index_0based	feature_id	feature_name	gene	feature_chrom	feature_start	feature_end	best_priority	model_terms_supported	target_sets	feature_type	linked_gene	peak_category	selection_reason
GSM9558423	H187	82328	chr17:79227824-79228563	chr17:79227824-79228563	RBFOX3	chr17	79227824	79228563	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	proximal_10kb	proximal_peak
GSM9558423	H187	82329	chr17:79230403-79231296	chr17:79230403-79231296	RBFOX3	chr17	79230403	79231296	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	proximal_10kb	proximal_peak
GSM9558423	H187	82330	chr17:79233880-79234794	chr17:79233880-79234794	RBFOX3	chr17	79233880	79234794	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_edge_2kb	gene_edge_peak
GSM9558423	H187	82331	chr17:79237252-79238010	chr17:79237252-79238010	RBFOX3	chr17	79237252	79238010	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82332	chr17:79239020-79239857	chr17:79239020-79239857	RBFOX3	chr17	79239020	79239857	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82333	chr17:79243497-79244355	chr17:79243497-79244355	RBFOX3	chr17	79243497	79244355	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82334	chr17:79246141-79247048	chr17:79246141-79247048	RBFOX3	chr17	79246141	79247048	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82335	chr17:79248748-79249658	chr17:79248748-79249658	RBFOX3	chr17	79248748	79249658	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82336	chr17:79256800-79257682	chr17:79256800-79257682	RBFOX3	chr17	79256800	79257682	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82337	chr17:79262482-79263341	chr17:79262482-79263341	RBFOX3	chr17	79262482	79263341	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82338	chr17:79273347-79274257	chr17:79273347-79274257	RBFOX3	chr17	79273347	79274257	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82339	chr17:79276667-79277478	chr17:79276667-79277478	RBFOX3	chr17	79276667	79277478	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82340	chr17:79280577-79281493	chr17:79280577-79281493	RBFOX3	chr17	79280577	79281493	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82341	chr17:79295065-79295973	chr17:79295065-79295973	RBFOX3	chr17	79295065	79295973	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82342	chr17:79298638-79299215	chr17:79298638-79299215	RBFOX3	chr17	79298638	79299215	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82343	chr17:79299330-79299942	chr17:79299330-79299942	RBFOX3	chr17	79299330	79299942	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82344	chr17:79306087-79306522	chr17:79306087-79306522	RBFOX3	chr17	79306087	79306522	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82345	chr17:79306642-79307320	chr17:79306642-79307320	RBFOX3	chr17	79306642	79307320	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82346	chr17:79315709-79316571	chr17:79315709-79316571	RBFOX3	chr17	79315709	79316571	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82347	chr17:79320041-79320963	chr17:79320041-79320963	RBFOX3	chr17	79320041	79320963	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82348	chr17:79322069-79322960	chr17:79322069-79322960	RBFOX3	chr17	79322069	79322960	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82349	chr17:79323440-79324238	chr17:79323440-79324238	RBFOX3	chr17	79323440	79324238	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82350	chr17:79325863-79326681	chr17:79325863-79326681	RBFOX3	chr17	79325863	79326681	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82351	chr17:79331674-79332496	chr17:79331674-79332496	RBFOX3	chr17	79331674	79332496	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82352	chr17:79335121-79335975	chr17:79335121-79335975	RBFOX3	chr17	79335121	79335975	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82353	chr17:79347767-79348637	chr17:79347767-79348637	RBFOX3	chr17	79347767	79348637	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82354	chr17:79359935-79360715	chr17:79359935-79360715	RBFOX3	chr17	79359935	79360715	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82355	chr17:79362222-79363106	chr17:79362222-79363106	RBFOX3	chr17	79362222	79363106	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82356	chr17:79382096-79382994	chr17:79382096-79382994	RBFOX3	chr17	79382096	79382994	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82357	chr17:79388225-79389108	chr17:79388225-79389108	RBFOX3	chr17	79388225	79389108	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82358	chr17:79391560-79392462	chr17:79391560-79392462	RBFOX3	chr17	79391560	79392462	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82359	chr17:79393113-79393949	chr17:79393113-79393949	RBFOX3	chr17	79393113	79393949	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82360	chr17:79400932-79401778	chr17:79400932-79401778	RBFOX3	chr17	79400932	79401778	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82361	chr17:79407956-79408776	chr17:79407956-79408776	RBFOX3	chr17	79407956	79408776	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82362	chr17:79413339-79414211	chr17:79413339-79414211	RBFOX3	chr17	79413339	79414211	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82363	chr17:79423677-79424551	chr17:79423677-79424551	RBFOX3	chr17	79423677	79424551	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82364	chr17:79428829-79429734	chr17:79428829-79429734	RBFOX3	chr17	79428829	79429734	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82365	chr17:79432900-79433801	chr17:79432900-79433801	RBFOX3	chr17	79432900	79433801	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82366	chr17:79434989-79435857	chr17:79434989-79435857	RBFOX3	chr17	79434989	79435857	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82367	chr17:79446305-79447200	chr17:79446305-79447200	RBFOX3	chr17	79446305	79447200	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82368	chr17:79453080-79454050	chr17:79453080-79454050	RBFOX3	chr17	79453080	79454050	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82369	chr17:79458873-79459808	chr17:79458873-79459808	RBFOX3	chr17	79458873	79459808	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82370	chr17:79464545-79465237	chr17:79464545-79465237	RBFOX3	chr17	79464545	79465237	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82371	chr17:79465360-79465978	chr17:79465360-79465978	RBFOX3	chr17	79465360	79465978	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82372	chr17:79473190-79474084	chr17:79473190-79474084	RBFOX3	chr17	79473190	79474084	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82373	chr17:79475880-79476715	chr17:79475880-79476715	RBFOX3	chr17	79475880	79476715	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82374	chr17:79477860-79478597	chr17:79477860-79478597	RBFOX3	chr17	79477860	79478597	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82375	chr17:79478717-79479336	chr17:79478717-79479336	RBFOX3	chr17	79478717	79479336	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82376	chr17:79479827-79480670	chr17:79479827-79480670	RBFOX3	chr17	79479827	79480670	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82377	chr17:79490309-79491206	chr17:79490309-79491206	RBFOX3	chr17	79490309	79491206	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82378	chr17:79492043-79492920	chr17:79492043-79492920	RBFOX3	chr17	79492043	79492920	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82379	chr17:79496189-79496948	chr17:79496189-79496948	RBFOX3	chr17	79496189	79496948	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82380	chr17:79497518-79498429	chr17:79497518-79498429	RBFOX3	chr17	79497518	79498429	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82381	chr17:79500772-79501658	chr17:79500772-79501658	RBFOX3	chr17	79500772	79501658	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82382	chr17:79502422-79503351	chr17:79502422-79503351	RBFOX3	chr17	79502422	79503351	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82383	chr17:79506090-79506943	chr17:79506090-79506943	RBFOX3	chr17	79506090	79506943	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82384	chr17:79510636-79511464	chr17:79510636-79511464	RBFOX3	chr17	79510636	79511464	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82385	chr17:79515613-79516516	chr17:79515613-79516516	RBFOX3	chr17	79515613	79516516	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	gene_body_overlap	gene_body_peak
GSM9558423	H187	82386	chr17:79518422-79519302	chr17:79518422-79519302	RBFOX3	chr17	79518422	79519302	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	proximal_10kb	proximal_peak
GSM9558423	H187	82387	chr17:79520387-79521126	chr17:79520387-79521126	RBFOX3	chr17	79520387	79521126	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	proximal_10kb	proximal_peak
GSM9558423	H187	82388	chr17:79523313-79524046	chr17:79523313-79524046	RBFOX3	chr17	79523313	79524046	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	proximal_10kb	proximal_peak
GSM9558423	H187	82389	chr17:79524182-79524962	chr17:79524182-79524962	RBFOX3	chr17	79524182	79524962	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	proximal_10kb	proximal_peak
GSM9558423	H187	82390	chr17:79525827-79526708	chr17:79525827-79526708	RBFOX3	chr17	79525827	79526708	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	proximal_10kb	proximal_peak
GSM9558423	H187	82391	chr17:79526941-79527836	chr17:79526941-79527836	RBFOX3	chr17	79526941	79527836	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82392	chr17:79536896-79537761	chr17:79536896-79537761	RBFOX3	chr17	79536896	79537761	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82393	chr17:79539958-79540866	chr17:79539958-79540866	RBFOX3	chr17	79539958	79540866	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82394	chr17:79541391-79542146	chr17:79541391-79542146	RBFOX3	chr17	79541391	79542146	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82395	chr17:79543954-79544754	chr17:79543954-79544754	RBFOX3	chr17	79543954	79544754	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82396	chr17:79547650-79548450	chr17:79547650-79548450	RBFOX3	chr17	79547650	79548450	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82397	chr17:79548907-79549799	chr17:79548907-79549799	RBFOX3	chr17	79548907	79549799	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82398	chr17:79558039-79558906	chr17:79558039-79558906	RBFOX3	chr17	79558039	79558906	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82399	chr17:79562526-79563337	chr17:79562526-79563337	RBFOX3	chr17	79562526	79563337	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82400	chr17:79572859-79573773	chr17:79572859-79573773	RBFOX3	chr17	79572859	79573773	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82401	chr17:79577525-79578418	chr17:79577525-79578418	RBFOX3	chr17	79577525	79578418	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82402	chr17:79581167-79582072	chr17:79581167-79582072	RBFOX3	chr17	79581167	79582072	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82403	chr17:79582584-79583328	chr17:79582584-79583328	RBFOX3	chr17	79582584	79583328	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82404	chr17:79586988-79587918	chr17:79586988-79587918	RBFOX3	chr17	79586988	79587918	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82405	chr17:79589189-79590098	chr17:79589189-79590098	RBFOX3	chr17	79589189	79590098	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82406	chr17:79593497-79594345	chr17:79593497-79594345	RBFOX3	chr17	79593497	79594345	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82407	chr17:79595195-79596078	chr17:79595195-79596078	RBFOX3	chr17	79595195	79596078	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82408	chr17:79610159-79610596	chr17:79610159-79610596	RBFOX3	chr17	79610159	79610596	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82409	chr17:79610721-79611455	chr17:79610721-79611455	RBFOX3	chr17	79610721	79611455	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	82410	chr17:79612372-79613276	chr17:79612372-79613276	RBFOX3	chr17	79612372	79613276	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	Peaks	RBFOX3	distal_100kb	distal_context_peak
GSM9558423	H187	141888	chr9:3296294-3297189	chr9:3296294-3297189	RFX3	chr9	3296294	3297189	highest	ConstructionBalance	Tier 1 core convergent program	Peaks	RFX3	distal_100kb	distal_context_peak
GSM9558423	H187	141889	chr9:3360907-3361752	chr9:3360907-3361752	RFX3	chr9	3360907	3361752	highest	ConstructionBalance	Tier 1 core convergent program	Peaks	RFX3	distal_100kb	distal_context_peak
GSM9558423	H187	141890	chr9:3368551-3369459	chr9:3368551-3369459	RFX3	chr9	3368551	3369459	highest	ConstructionBalance	Tier 1 core convergent program	Peaks	RFX3	distal_100kb	distal_context_peak
GSM9558423	H187	141891	chr9:3401292-3402180	chr9:3401292-3402180	RFX3	chr9	3401292	3402180	highest	ConstructionBalance	Tier 1 core convergent program	Peaks	RFX3	gene_body_overlap	tier1_core_peak
GSM9558423	H187	141892	chr9:3419704-3420595	chr9:3419704-3420595	RFX3	chr9	3419704	3420595	highest	ConstructionBalance	Tier 1 core convergent program	Peaks	RFX3	gene_body_overlap	tier1_core_peak
GSM9558423	H187	141893	chr9:3435468-3436340	chr9:3435468-3436340	RFX3	chr9	3435468	3436340	highest	ConstructionBalance	Tier 1 core convergent program	Peaks	RFX3	gene_body_overlap	tier1_core_peak
